0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0.02551622	1.048490167	25.37413216	97.69026947	1
0.02897421	0.784641623	26.58392715	98.75064087	1
4.537616537	38.89601135	36.9140892	84.30715179	1
17.0815818	37.93529129	39.55362511	96.83322144	1
29.28108485	75.18736267	33.16426659	99.99982452	1
0	0	0	0	0
28.8896586	53.33004761	42.15703964	99.99972534	1
24.69336486	60.49041748	38.78781128	99.99965668	1
0.068248506	1.275743037	60.59839916	87.66152573	1
0	0	0	0	0
0.077730648	1.866628051	67.30668767	83.46214676	1
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
6.576299382	60.49041748	63.5458107	98.1421051	1
8.585082942	26.17736816	37.89855576	99.65268707	1
17.29067821	74.55534617	26.0700175	99.99823507	1
5.865369468	42.46290588	45.64711952	99.99993515	1
0	0	0	0	0
1.093588917	7.589449883	43.66788864	99.90245056	1
0.306583753	5.775668621	56.1073761	97.76358032	1
27.76333212	98.74433517	31.78015232	99.99992752	1
14.12918877	57.52956486	51.44234657	99.99563217	1
1.73801015	25.70370245	69.46607399	99.99330521	1
5.35675828	51.47001648	41.63155937	99.99976349	1
24.73961766	94.01245117	66.56147194	99.99836604	1
19.85610669	79.82231903	60.31813526	99.99897766	1
4.691133648	54.68458176	49.52428722	99.97888756	1
17.10364111	87.89661598	69.34324646	99.99942017	1
21.47359725	95.7908802	67.92569923	99.9997406	1
18.11552048	73.13575745	49.22132619	99.99846141	1
0	0	0	0	0
0	0	0	0	0
0.049174579	1.165596962	35.68318812	92.65047201	1
0	0	0	0	0
0	0	0	0	0
19.28951005	63.85886383	44.81022835	99.85617828	1
21.05987674	58.83705203	45.10139338	97.95527903	1
15.53728708	65.98677444	40.13973618	99.99742889	1
1.602916598	6.090597332	31.97953176	99.954813	1
0.877608053	4.644886049	39.00892899	99.44357022	1
0.830357432	5.20883441	39.33280134	99.93589973	1
0	0	0	0	0
27.27081619	67.22731018	37.91407522	99.99208069	1
26.62934336	65.14122264	42.34988022	94.00371297	1
25.02910535	50.90921466	40.85090828	99.99839783	1
18.30547599	46.07141495	51.63939095	99.7646904	1
26.120706	51.88331159	37.18280729	99.92895126	1
11.23839902	48.14204788	44.74641037	92.11806488	1
12.00728377	46.02980042	40.49902725	97.46310425	1
23.42634799	63.29110336	37.23180437	97.22604179	1
35.06443721	59.65813513	38.39013977	97.33469696	1
28.35242127	61.02171326	42.67162323	99.96936798	1
22.49667836	53.30172348	44.93033695	99.99909019	1
22.76671771	61.53998413	48.86916351	99.99937439	1
22.7759187	63.32607269	47.47436015	99.99943542	1
0.868212215	8.751176834	52.02479362	82.65394211	1
2.410035877	25.60704136	51.08226681	99.83490372	1
1.818329289	19.6760931	51.29417515	99.96106911	1
1.174925394	5.982143402	35.12652683	96.58301163	1
4.910544285	24.76839733	29.59412861	99.37998581	1
11.12554418	57.69915581	44.20894289	99.9994545	1
6.303239388	62.85023594	62.06153965	99.99516487	1
8.041181797	40.64133803	48.24131012	98.06234996	1
9.937165554	49.86916804	37.61001825	99.14405441	1
13.42063835	50.35743109	25.47981199	99.65838242	1
14.52209567	85.38453674	57.45339203	99.68795586	1
16.40009626	92.22801208	57.88949203	99.99990845	1
3.1644169	8.363934517	24.00058873	99.9188741	1
1.718145054	17.0656116	55.92984247	99.98954582	1
6.514185985	37.87672806	44.75263023	99.92233429	1
13.41534155	56.28597196	37.8947312	99.79597473	1
18.79570098	67.82163239	64.02226563	99.94165192	1
15.89241129	80.64707511	68.80584935	98.76854815	1
16.85324207	85.00380325	70.54647064	97.80669785	1
0	0	0	0	0
7.982300654	49.69321442	25.52846527	92.29801941	1
21.92054471	89.1193428	42.37775612	99.9977684	1
6.743633329	44.85586357	27.29162407	99.63416036	1
12.00262195	51.80058365	31.32409134	94.48120117	1
4.955986982	21.33614445	34.2944622	99.99651718	1
10.75239638	54.67764044	37.51855278	99.99693298	1
9.179749946	51.12914975	43.92120743	99.99885305	1
1.547124989	14.73371039	45.71347475	99.17219353	1
0.90962924	9.946491647	43.41801414	94.04169769	1
0.301501792	7.324625753	37.95473325	97.84904003	1
10.77894785	32.03315818	51.32188454	90.89670639	1
7.212186969	25.11086769	50.51614428	89.89633799	1
22.9964039	55.95693884	53.95828705	94.91516724	1
5.670948917	44.35283175	41.63131847	99.95297394	1
23.66836858	74.98847615	46.40447963	92.62543592	1
26.62169792	73.79431725	51.84498882	99.99436283	1
28.82207209	74.92739868	46.92541667	99.99416896	1
16.07423197	88.64946493	38.7694931	99.99986013	1
23.67352962	77.37846048	46.57481548	99.99528176	1
17.11125059	53.64197877	46.98041255	96.41829376	1
6.27835481	24.92401028	48.27886987	97.34815359	1
3.35730518	13.69565354	51.445367	98.31294959	1
26.0237799	83.14741516	61.90088177	99.99986076	1
22.17330301	76.6890316	56.64326382	99.99910545	1
0.602038642	3.709835423	66.16011429	91.77090963	1
0.038617204	1.158188224	79.08117867	73.17790985	1
2.793329731	16.49492073	23.97891808	92.59965515	1
33.75709542	85.84819031	28.63225031	99.94583511	1
1.379712201	21.49484537	46.83107636	98.19627623	1
2.432965222	25.87202184	52.56836458	97.67003354	1
17.25197171	66.37722187	54.96132965	92.98148956	1
15.0390164	75.38253498	58.90320683	99.82803249	1
13.91068571	66.45064545	60.41232834	94.35735283	1
13.80277118	65.66385863	62.46406386	96.7467982	1
4.889235469	73.06430308	49.88706334	97.70449956	1
16.40963978	72.00868408	54.9295222	95.49235408	1
